StationID,StationName.Zh_tw,StationName.En,ExitID,ExitName.Zh_tw,ExitName.En,ExitPosition.PositionLat,ExitPosition.PositionLon,LocationDescription,Stair,Escalator,Elevator
BL20,後山埤,Houshanpi,3,後山埤站出口3,Houshanpi Exit 3,25.045232,121.583277,忠孝東路6段6號、玉成街140巷對面、近聯合醫院忠孝院區,TRUE,1,TRUE
BL20,後山埤,Houshanpi,4,後山埤站出口4,Houshanpi Exit 4,25.045653,121.582441,玉成街98巷口、永吉路591號、近合作金庫銀行,TRUE,1,FALSE
BL21,昆陽,Kunyang,1,昆陽站出口1,Kunyang Exit 1,25.050319,121.592726,忠孝東路6段403巷口,TRUE,0,FALSE
BL21,昆陽,Kunyang,2,昆陽站出口2,Kunyang Exit 2,25.050402,121.592825,忠孝東路6段403巷1弄,TRUE,0,FALSE
BL21,昆陽,Kunyang,3,昆陽站出口3,Kunyang Exit 3,25.050599,121.59363,忠孝東路6段403巷1弄、近昆陽街側,TRUE,0,FALSE
BL21,昆陽,Kunyang,4,昆陽站出口4,Kunyang Exit 4,25.050572,121.593799,忠孝東路6段445號與昆陽街交叉口,TRUE,0,TRUE
BL22,南港,Nangang,1,南港站出口1,Nangang Exit 1,25.051911,121.606357,忠孝東路7段380號、近台鐵南港站,TRUE,1,FALSE
BL22,南港,Nangang,2,南港站出口2,Nangang Exit 2,25.052025,121.60743,忠孝東路7段、近國家文官學院,TRUE,1,TRUE
Y07,大坪林,Dapinglin,1,大坪林站出口1,Dapinglin Exit 1,24.982754,121.540874,民權路27號、北新路三段與民權路路口,TRUE,1,FALSE
Y07,大坪林,Dapinglin,2,大坪林站出口2,Dapinglin Exit 2,24.982051,121.541619,北新路3段142巷口,TRUE,0,FALSE
Y07,大坪林,Dapinglin,3,大坪林站出口3,Dapinglin Exit 3,24.982982,121.541572,北新路3段190號、北新路三段與民權路路口、鄰近消防署,TRUE,1,TRUE
Y07,大坪林,Dapinglin,4,大坪林站出口4,Dapinglin Exit 4,24.983539,121.541405,北新路3段200號、鄰近景美橋,TRUE,0,FALSE
Y07,大坪林,Dapinglin,5,大坪林站出口5,Dapinglin Exit 5,24.982859,121.543209,中興路三段與民權路路口西南隅,TRUE,2,TRUE
Y08,十四張,Shisizhang,0,十四張站出口,Shisizhang Exit,24.984467,121.527701,溪園路與民權路東南隅,TRUE,1,TRUE
Y09,秀朗橋,Xiulang Bridge,1,秀朗橋站出口1,Xiulang Bridge Exit 1,24.990418,121.52574,成功路與景平路東南隅,TRUE,1,FALSE
Y09,秀朗橋,Xiulang Bridge,2,秀朗橋站出口2,Xiulang Bridge Exit 2,24.990549,121.525051,景平路2號,TRUE,0,TRUE
Y10,景平,Jingping,0,景平站出口,Jingping Exit,24.991968,121.516553,景平路121號,TRUE,1,TRUE
Y11,景安,Jingan,0,景安站出口,Jingan Exit,24.993731,121.504632,景平路486號、近景平路、景安路口,TRUE,0,TRUE
Y12,中和,Zhonghe,0,中和站出口,Zhonghe Exit,25.001981,121.496052,中山路二段與景平路西南隅,TRUE,1,TRUE
Y13,橋和,Qiaohe,0,橋和站出口,Qiaohe Exit,25.004413,121.490461,板南路430號,TRUE,1,TRUE
Y14,中原,Zhongyuan,0,中原站出口,Zhongyuan Exit,25.00841,121.484159,板南路510號,TRUE,1,TRUE
Y15,板新,Banxin,0,板新站出口,Banxin Exit,25.014491,121.472212,板新路109號,TRUE,1,TRUE
Y16,板橋,Banqiao,4,板橋站出口4,Banqiao Exit 4,25.015105,121.464938,新站路與縣民大道二段口,TRUE,1,TRUE
Y16,板橋,Banqiao,5,板橋站出口5,Banqiao Exit 5,25.015502,121.464312,新站路與站前路口,TRUE,1,TRUE
Y17,新埔民生,Xinpu Minsheng,0,新埔民生站出口,Xinpu Minsheng Exit,25.026125,121.466839,民生路3段70號,TRUE,1,TRUE
Y18,頭前庄,Touqianzhuang,1,頭前庄站出口1,Touqianzhuang Exit 1,25.03963,121.460783,思源路18號、近中正路口,TRUE,1,TRUE
Y18,頭前庄,Touqianzhuang,2,頭前庄站出口2,Touqianzhuang Exit 2,25.039068,121.460931,中正路81巷口、近大漢橋,TRUE,2,FALSE
Y18,頭前庄,Touqianzhuang,3,頭前庄站出口3,Touqianzhuang Exit 3,25.039853,121.462247,中正路、近中正路61巷,TRUE,2,FALSE
Y18,頭前庄,Touqianzhuang,4,頭前庄站出口4,Touqianzhuang Exit 4,25.040485,121.462242,中正路、近中正路56巷,TRUE,2,FALSE
Y19,幸福,Xingfu,1,幸福站出口1,Xingfu Exit 1,25.050126,121.460146,思源路與思源路296巷交叉口,TRUE,1,TRUE
Y19,幸福,Xingfu,2,幸福站出口2,Xingfu Exit 2,25.049545,121.460593,思源路與幸福東路交叉口,TRUE,0,FALSE
Y20,新北產業園區,New Taipei Industrial Park,0,新北產業園區站出口,New Taipei Industrial Park Exit,25.061548,121.459926,五工路35號,TRUE,1,TRUE
